accuracy,loss,val_accuracy,val_loss
0.32212895154953003,1.8802732229232788,0.4448939859867096,1.4620920419692993
0.3459194004535675,1.7895376682281494,0.421875,1.523091197013855
0.37472569942474365,1.6955994367599487,0.4613560140132904,1.4064241647720337
0.39555540680885315,1.6226805448532104,0.4342913031578064,1.5838587284088135
0.41729074716567993,1.5606588125228882,0.4680524468421936,1.4120479822158813
0.4341495633125305,1.5034314393997192,0.4937221109867096,1.3428199291229248
0.45302867889404297,1.4508925676345825,0.5,1.311962366104126
0.46877285838127136,1.4087644815444946,0.5206473469734192,1.2921594381332397
0.47403252124786377,1.379691481590271,0.53515625,1.218200922012329
0.48542270064353943,1.3470240831375122,0.5213448405265808,1.2710782289505005
0.4938172698020935,1.3206230401992798,0.5403180718421936,1.2055691480636597
0.507576048374176,1.296156883239746,0.5549665093421936,1.1793766021728516
0.5162841081619263,1.2806835174560547,0.5599888563156128,1.1634719371795654
0.5250269770622253,1.2561177015304565,0.5439453125,1.2109501361846924
0.5278484225273132,1.2467151880264282,0.5666852593421936,1.1517117023468018
0.5318889617919922,1.2268019914627075,0.5743582844734192,1.1238163709640503
0.5392037630081177,1.2158743143081665,0.5830078125,1.110396385192871
0.5468320250511169,1.195652961730957,0.5870535969734192,1.097228765487671
0.5475634932518005,1.1871322393417358,0.5767298936843872,1.1205567121505737
0.5529972910881042,1.177088975906372,0.5864955186843872,1.0912920236587524
0.5566198825836182,1.165460228919983,0.5828682780265808,1.1187838315963745
0.5627503395080566,1.154300332069397,0.5789620280265808,1.108709454536438
0.5651886463165283,1.1509100198745728,0.5915178656578064,1.0742878913879395
0.5692988038063049,1.1435612440109253,0.5813336968421936,1.095558762550354
0.567522406578064,1.1374942064285278,0.5849609375,1.0821402072906494
0.5733742117881775,1.1229087114334106,0.580078125,1.1122499704360962
0.576125979423523,1.1174436807632446,0.5933314561843872,1.0743962526321411
0.5773799419403076,1.1085898876190186,0.5994698405265808,1.065003514289856
0.5799574851989746,1.1087599992752075,0.5857979655265808,1.0822964906692505
0.5877251029014587,1.098522663116455,0.6042131781578064,1.0347862243652344
0.5877599120140076,1.0949416160583496,0.6167689561843872,1.0204225778579712
0.5933331251144409,1.0844324827194214,0.6265345811843872,1.016344428062439
0.5947263836860657,1.0734150409698486,0.5906807780265808,1.0976794958114624
0.5976174473762512,1.0716447830200195,0.6123046875,1.0309062004089355
0.5993590950965881,1.0630501508712769,0.6146763563156128,1.0262340307235718
0.5968163013458252,1.0650513172149658,0.6198381781578064,1.0124013423919678
0.6047928929328918,1.0504344701766968,0.6130022406578064,1.0346238613128662
0.6035737991333008,1.052891492843628,0.623046875,1.0014113187789917
0.6059423685073853,1.0417072772979736,0.6198381781578064,1.005595326423645
0.6090424656867981,1.0359117984771729,0.6238839030265808,1.0078331232070923
0.6073008179664612,1.0386416912078857,0.6203961968421936,1.0264742374420166
0.6173673868179321,1.0264651775360107,0.6294642686843872,1.0006479024887085
0.6120032072067261,1.0285261869430542,0.6238839030265808,1.0125372409820557
